Horner_Adams_Taxon,Species,Ecotype,SVL,FL,RL,HL,HH,HW,SE,CHEEK,NECK
virgA1,Pulcher,arboreal,36.88,11.2,13.56,6.82,2.81,4.24,3.11,3.71,7.24
virgA1,Pulcher,arboreal,39.3,11.3,14.65,7.26,3.04,5.06,3.37,3.89,7.59
virgA1,Pulcher,arboreal,35.76,11.97,14.8,7.23,3.01,4.92,3.27,3.96,7.59
virgA1,Pulcher,arboreal,28.61,9.72,11.79,5.91,2.26,3.89,2.72,3.19,6.37
virgA1,Pulcher,arboreal,36.43,11.38,14.53,7.29,3.13,5.14,3.41,3.88,8.35
virgA1,Pulcher,arboreal,33.67,11.69,14.21,7.02,2.85,4.31,3.05,3.97,7.9
virgA1,Pulcher,arboreal,35.8,11.45,15.64,7.16,3.23,4.9,3.28,3.88,7.89
virgA1,Pulcher,arboreal,31.92,10.4,13.42,6.52,2.3,3.81,2.96,3.56,6.94
virgA1,Pulcher,arboreal,35.38,11.03,14.72,7.49,2.46,4.19,3.29,4.2,7.59
virgA1,Pulcher,arboreal,35.88,11.05,14.22,6.48,2.5,4.11,2.88,3.6,7.78
virgA1,Pulcher,arboreal,31.53,10.08,12.95,6.52,2.48,4.02,2.8,3.72,6.88
virgA1,Pulcher,arboreal,33.34,11.19,14.07,7.27,2.81,4.42,3.07,4.2,6.43
virgA1,Pulcher,arboreal,33.03,11.11,15.53,6.9,2.61,4.2,3.12,3.78,7.02
virgA1,Pulcher,arboreal,36.65,11.64,13.69,6.89,2.64,4.59,3.12,3.77,7.22
virgA1,Pulcher,arboreal,35.98,11.45,14.5,7.26,2.85,4.92,3.23,4.03,7.63
virgA1,Pulcher,arboreal,35.75,12.49,15.89,7.32,2.86,5.2,3.26,4.06,7.4
virgA1,Pulcher,arboreal,33.87,12.31,14.51,7.27,3.09,4.44,3.1,4.17,6.87
virgA1,Pulcher,arboreal,31.88,10.78,13.58,6.74,2.55,4.5,3.08,3.66,5.64
virgA1,Pulcher,arboreal,39.22,12.61,15.64,7.52,3.16,4.93,3.39,4.13,7.6
virgA1,Pulcher,arboreal,38.04,11.94,15.65,7.85,2.76,5.27,3.59,4.26,7.78
virgA1,Pulcher,arboreal,37.63,12.09,15.43,7.82,3.06,5.45,3.44,4.38,7.97
virgA1,Pulcher,arboreal,36.9,12.56,14.69,7.77,3.46,5.06,3.42,4.35,7.53
virgA1,Pulcher,arboreal,36.91,12.63,15.15,7.42,3.09,5.01,3.41,4.01,7.16
virgA1,Pulcher,arboreal,38.2,12.63,14.84,7.57,3.27,4.88,3.51,4.06,7.76
virgA1,Pulcher,arboreal,37.43,12.41,15.14,7.77,4.15,5.08,3.52,4.25,7.37
virgA1,Pulcher,arboreal,36.3,11.64,14.68,7.34,3.2,4.64,3.12,4.22,7.71
virgA1,Pulcher,arboreal,31.9,10.47,12.58,6.21,2.33,3.66,2.84,3.37,6.9
virgA1,Pulcher,arboreal,30.14,10.18,13,6.3,2.25,3.91,2.72,3.58,6.8
virgA1,Pulcher,arboreal,32.64,11.96,14.66,6.6,2.67,4.11,3.11,3.49,7.1
virgA1,Pulcher,arboreal,39.27,11.8,16.13,7.64,3.35,4.88,3.46,4.18,8.06
virgA1,Pulcher,arboreal,39.41,12.07,15.32,7.52,3.32,4.77,3.37,4.15,7.9
virgA1,Pulcher,arboreal,36.82,12.42,14.8,7.48,2.68,4.66,3.62,3.86,8.29
virgA1,Pulcher,arboreal,38.98,11.44,14.09,7.63,2.61,4.94,3.48,4.15,9.29
virgA1,Pulcher,arboreal,36.08,11.46,14.46,7.53,2.57,4.69,3.17,4.36,9.24
virgA1,Pulcher,arboreal,35.06,10.81,14.11,6.71,2.72,4.63,3.33,3.38,7.31
virgA1,Pulcher,arboreal,36.75,11.15,14.15,7.16,2.42,4.37,3.32,3.84,8.15
virgA1,Pulcher,arboreal,34.2,10.64,13.52,6.45,2.91,4.33,2.95,3.5,7.99
virgA1,Pulcher,arboreal,35.08,10.68,13.79,6.54,2.27,3.86,3.25,3.29,7.35
virgA1,Pulcher,arboreal,34.57,11.14,13.8,7.2,2.76,4.28,3.3,3.9,7.83
